tweet,label
"@Online_khabar देउवा लाई प्र.म. र तपाईलाई रा.प. को आश्वासन दिएर प्रचण्ड अघोषित सभापति भएर नेका चलाएकै छ । स्मरण  रहोस, एमाले पार्टी कब्जा गर्ने एकमात्र उदेश्य लिएको उनले अहिले नेकामा रजगज गरेकै छ । पार्टी पंक्ति ध्वस्त गर्ने र आफ्नो लाभको लागि जे पनि गर्ने दाहाल र तपाईंहरुमा केही भिन्नता छैन ।",0
"५ % भन्दा बडी मत बदर भयो भने निर्वाचन आयोगका प्रमुख आयुक्त र सरकार जवाफदेही हुनेछन । इभोटिङ यो भन्दा सस्तो कम झण्झटिलो हुन्थ्यो । संभव भएको क्षेत्रमा किन लागु गरिएन @ECNepal ? 

Cc :@PM_nepal_ https://t.co/5uMawLvzNS",0
"#PunjabElections2022 : पहले सरकार को कठपुतली कहने वाले अब खुद देने लगे उद्योगपतियों को टिकट !

https://t.co/kQEOtTVAf6

#IndiaAheadHindi #Industrialists #SanyuktSamajMorcha #AssemblyElections2022",0
हिजोआज सामाजिक सञ्जालमा देउवा र ओलीका झड्केला र नाजायज सन्तानहरु थुप्रो देखा पर्न थाले। बुढाहरुले बीउ पनि कता कता मात्र रोपेका। सञ्जालमा हेर्‍यो सयौं रछन। बाहिर कति होलान यस्ता नाजायजहरु।,0
"@AcharyaSarmila दम छ र्यालेका सन्तानहरु बोल्न?
तिमीहरुबाट अाशा गर्नु बेकार छ!
एसएसबिले तुईन काटेर मान्छे मार्दा बोलेनौ ,अहिले ढुङगा विस्फोट गराई मान्छे मार्दा बोल्दैनौ,यो भारतिय कम्फट्रेबल सरकारलाई जनताले साफ गर्नुपर्छ यसपटक !#NoNotAgain #मङसिर४",0
@ekantipur_com देउवा वचन को पाकका छन् गुन तिर्न खरानी चाहियो भने आफ्नै घर आगो लगाईदिन्छन्,0
"@news24tvchannel @jayantrld क्या @jayantrld के साथ अमित शाह जी लुच्ची लुच्ची बातें करते थे?😁😂
या सिर्फ जनता का मनोरंजन करने के लिए ऐसी अर्नगल बातें कह रहे हैं!!
#Elections2022 
#UttarPradeshElections2022",0
"प्रज्ञा ठाकुर की तरह पार्लियामेंट नहीं भेजा,
#YatiNarsinghanand ,पूजा पाण्डे की तरह गले नही लगाए,नरसंहार करने वाले के पिता को गृह राज्यमन्त्री नही बनाया। @SupriyaShrinate 
#UttarakhandElections2022 
https://t.co/lriwdkVlZW",0
गठबन्धन भनेको राजनीतिक सिन्डिगेट हो। राष्ट्रको ढुकुटी लुट्न गठबन्धन गरिएको प्रष्ट छ। गठबन्धनमा नातावाद हेर्नुहोस् त। प्रचण्डको नातागोता हेर्नुहोस् सरकारी सुबिधा लिने कति छन्। सिन्डिगेट टोडौ। नेकपा एमालेको 🌞 मा भोट हालौ।,0
"देउवा वचनको पक्का छन् गुन तिर्न खरानी चाहियो भने आफ्नै घर आगो लगाईदिन्छन्।
कालो काङ्ग्रेस ।😬😬 https://t.co/8iYrHRa1rp",0
नेपालको वर्तमान संविधान अनुसार संसद भंग हुन सक्दैन भन्ने मान्यता अनुसार परमादेशी प्रम बनेका देउवा भन्छन् ओलीले जिते स्थानीय सरकार भंग गरिदिन्छन्।यो कस्तो तोरीलाउरे तर्क हो?स्थानीय सरकार आफ्नो कार्यकाल पुरा नगरी कुनै पनि हालतमा भंग हुँदैन भन्ने नबुझ्ने व्यक्ति यो देशको प्रम?,0
"काङ्ग्रेसका उमेद्वारहरु लाई यसकारण भोट नहाल्ने
@thapagk @SherBDeuba 
‘ज्यान मार्ने उद्योग’को मुद्दा फिर्ता लिन काँग्रेस नेताहरूको दौडधुप https://t.co/TPykUn6Tiu",0
"Dev_Fadnavis: केजरीवाल जी जो स्कीम बता रहें है,
वह तो पहले से ही गोवा में है ! 
उनका असली चेहरा दिल्ली वालों को पता है…
इंडिया टीवी से बातचीत 👇🏻
https://t.co/ltVNxIxQyW
@indiatvnews 
#Goa #Maharashtra #GoaElections2022",0
"#PunjabElections2022 : तिरंगा यात्रा में आए अरविंद केजरीवाल, हरसिमरत कौर ने कहा- चुनाव में झूठ वादे करने आए हो 
 #Punjab #Tiranga_Sankalp_Yatra #ArvindKejriwal #Delhi #AAP #HarsimratKaur #ShiromaniAkaliDal
https://t.co/jHURssT2nU",0
"म्याडम कोमल ओली, तपाईंको मुखले गणेशमान सिंहको नाम लिएको सुहाएन! कहाँ तपाईं पदको लालसामा चुलोचौको चहार्ने बानी, कहाँ गणेशमान सिंह प्रधानमन्त्री पद त्यागेका मानिस! उहाँको सन्तानले कहिल्यै मुल विचार परिवर्तन गरेका छैनन्, तपाईले राप्रपा बाट एमालेमा जम्प हान्या जसरी!",0
@KantipurTVHD @DilBhusanPathak @ArunBaral1 @MumaRamKhanal @Bishnusapkota @PdlChiran @rameshdhamala4 @Ujjwal_999 मुमाराम खनाल जस्ता दहिचुरे र ढोंगीको इन्टरभ्युलाई नी अब #nonotagain  भन्ने दिन आयो!!!,0
चुनाव सम्म भए पनि आर्जु मेडमको मुखा टेप टास्दिन पर्ने देखियो 😀#NoNotAgain,0
"राजाको छोरा राजा भयो भनेर गणतन्त्र ल्याउनेहरुको अहिले छोरी, छोरा, स्वास्नीलाई पद दिलाउन हदै सम्म गिर्दै छन् यस्ता दलालहरुलाई नहराई हुन्न ।
नेपाली जनतालाई हेपेर जहानीया शासन चलाउन कैलेसम्म दिने? 😡",0
"@KanakManiDixit पुरै लेख पढ्दा अरूले के बुझे मलाई थाहा भएन तर मेरो साधारण मस्तिष्कले बुझ्दा यो लेख आरजुको तारिफ र चम्चा गिरी जस्तो मात्र लाग्यो.
कनक सर पनि नेपाली ईतिहासमा एउटा गनाउने पात्रै हुन्,
यसपाली आरजु मात्र हैन पुरै शिर्ष नेताहरूलाई पाखा लगाउने हो .
किनकी .
#EnoughIsEnough 
#nonotagain https://t.co/AfcvQtCoEi",0
"भाजपा हारेगी तो नफरत हारेगी और नफरत हारेगी तो देश जीतेगा।

भाजपा को हराना है, नफरत को मिटाना है, देश बचाना है।
#Elections2022 
#UttarPradeshElection2022 
#Uttrakhand #manipurelection2022 #Goa #PunjabElections2022",1
"दिल्ली से पंजाब पहुंचे AAP के ठगों को पंजाब की जागरूक जनता ने आईना दिखाना शुरू कर दिया है: @LambaAlka

#PunjabElections2022 #ArvindKejriwal https://t.co/uVSKlPcvS0",1
चुनाव प्रचार को नाउँमा अटो रिक्सामा  लाउड स्पिकर लायर ब्यान ब्यानै गल्लि गल्लीमा  मैपनी एमाले भन्दै हिडदा जनताको सुत्न पाउने अधिकार हनन हुन्छ कि हुन्न?? तेरो ठाडोले सुत्नै दियन!!,1
"@msapkota00043 @Nepali_Daughter @Alive_Aleeza @jyotdthapa काँग्रेस तोरी भएपनि, मुला भएपनि या रायो भएपनि केपीका स्यालहरुको चित्त किन दुख्नु पर्यो?
नयाँ ब्यबस्थालाई आत्मसाथ नगरी सत्तामा बसेर जनअधिकारको कटौति तिर कसरत गर्ने नक्कली कम्युनिष्ट एमाले भन्दा काँग्रेस एक कदम अगाडि बढेर संघिय लोकतान्त्रिक गणतन्त्रलाई संस्थागत गर्न लागिपरेको छ।",1
पोस्टल बैलट तुरूप का इक्का साबित हो रहें हैं भाजपा के लिए... जो वोट नहीं भी कर रहे हैं उनके वोट स्वत: ही पड़ रहें हैं 📥  @SupremeCourtIND @barandbench @barandbench @barcouncilindia @LiveLawIndia  #UttarPradeshElections #UttarakhandElections2022 #GoaElections2022 #PunjabElections,1
"कांग्रेसी खड़े हैं बाज़ार में
वोटर खड़े हैं लंबी लाइन में 

Goans
क्या फिरसे बेवकूफ बनेंगे ?

#GoaElections2022 

.@AAPGoa 
.@AmitPalekar10 https://t.co/HqRSSZbMX6",1
"@55Kthm यिनी हरुको पार्टी को जन्म नैं भारतमा भएको हो, गुन तिर्दै छन्  हुन त अरु पार्टीको जन्म पनि चिन र सोवियत संघमा भएको थियो भाई राजा😍 देश जनता युवाको हालात देखेर मन भारी हुन्छ, तर गर्ने के? कि त श्रीलंका का जनताको सिको गर्न सक्नु पर्यो हामी नेपाली ले !",1
"उत्तर प्रदेश,गोवा,उत्तराखंड, मणिपुर,के साथ पंजाब भी हार रही है भाजपा,  भाजपा नेतृत्व बौखला के उल्टी सीधी हरकत करने लगा।विपरीत दिशा में हाथ पैर मारना व्यर्थ है।
#अखिलेश_आ_रहे_हैं #channi #uttrakhandwithcongress #GoaElections2022 #manipurwithcongress https://t.co/Qi9mg7iIjD",1
"गठबन्धनले हार्ने कारण
१- कमजोर मुद्दा,
२-बलियाको बिरुद्ध गठबन्धन मनोवैज्ञानिक हार
३- बहु दल बहु नेता बहु स्वार्थ 
४- आपासी लाप्पा मतदानमा लोप्पा 
५- दलगत,गुटगत,व्याक्तिगत,अन्तरघात
६-  मतदान नगर्ने संख्या धेरै हुनसक्छ 
७- धेरै भोट रद्द हुन्छन् 
८-एमाले राप्रपामा यो समस्या छैन।",1
"@kpsharmaoli ईस चाईयो एमाले, तिम्रै हठको कारणले देश तहस नहस भो, नेपालको ऋण बढेर आकास छोयो, आफ्नै सरकार छँदाछँदै विघटन गर्न उद्दतलाई अझै तिम्रै सरकार? यी खाऊ 
#NoNotAgain 👎️👎️👎️😡",1
"समाजवादी पार्टी समर्थक अरशद आबिद का बीजेपी पर निशाना, बोले ""ये पूरी तरह से झूठ बोलने वाले लोग हैं""
सुनिए @PremShuklaBJP का जवाब 
#Dangal #Elections #UttarPradeshElections2022 | @chitraaum https://t.co/71WTgWbVj0",1
#सपा_मतलब_गुंडागर्दी #सपा_मतलब_तुष्टिकरण #UttarPradesh #UttarPradeshElections #UttarPradeshElections2022 https://t.co/p3Aal0jrDi,1
@arunshah240 INGo को पैसाले पालिएको एमाले भन्ने पार्टी नामेट नभएसम्म देश उँभो नलाग्ने भो। हेरौं अबको संसदीय चुनाबमा एमाले बढारिने संकेत देखियो।,1
"आप नेता पंजाब को लूटना चाहते हैं : चरणजीत सिंह चन्नी

#CharanjitSinghChanni #AAP #PunjabElections2022 
https://t.co/C2auJUDWXr",1
"कुशीनगर के रामकोला विधानसभा  सीट से भाजपा प्रत्याशी विनय गोंड़ को MLA का फूल फार्म भी नही पता है 🤦। 😂😂
प्रत्याशी को हकलाता देख समर्थक जय श्रीराम का नारा लगाने लगे ।🚩🚩
#PankajSinghwinningNoida #CoalCrisis #भाजपा_जा_रही_है #UttarPradeshElections2022 
#BJPAgain #ManushiChhillar https://t.co/SPL1rUz5bi",1
@aajtak @iSamarthS ठीक है @yadavakhilesh आप @BJP4India के साथ मिलकर @INCIndia को #UttarPradeshElections2022 में सबक सिखा सकते हैं 🤷🏻‍♂️,1
निर्वाचन आयोगले मतपत्र बलियो र नच्यातिने बनाउनु पर्‍यो।अझ भरतपुरमा त मतगणना स्थलमा तारजालीले घेरेर सिसि क्यामेरा नै राख्नु परेपछि माओवादी र प्रचण्डलाई यो भन्दा ठूलो झापड हानिरहनु पर्ला र?,1
"१० मार्च
#भाजपा साफ
#ElectionCommissionOfIndia #Election2022 #UttarPradeshElections2022 #Uttarakhand",1
"""निर्वाचन आयोगको नालायकी : चार जना उम्मेदवारका लागि ६४ चिह्नको मतपत्र किन?"" https://t.co/5IKbfWHzjJ",1
सत्तारुढ दलको चुनावी गठबन्धन निर्वाचनकै ‘मजाक’ : राजेन्द्र महतो https://t.co/48vxw9nw0q,1
"#ManipurElections2022 : वोटिंग से पहले कांग्रेस कार्यकर्ता ने #BJP वर्कर की गोलीमार की हत्या

https://t.co/Ily3im5SPL

#IndiaAheadHindi #Murder #CongressWorker",1
"मुसलमान समाज के नहीं कांग्रेस के लोग हिजाब पर काम कर रहे हैं-असम मुख्यमंत्री हिमंता बिस्वा सरमा
@INCUttarakhand
@BJP4UK
@pushkardhami
@harishrawatcmuk
@JoshiPralhad
#UttarakhandElections2022",1
"@ArvindKejriwal जब लोगों को शराब के ठेके के खिलाफ हैं तो आप क्यों लोगों के विरुद्ध है ? 
क्या मिल रहा है आपको ठेकेदार से ? 
स्कूल - 0 , शराब के ठेके - 850

#Delhi #PunjabElections #GoaElections2022 https://t.co/Xv1BLkpZaV",1
"एमाले हाम्रो दुश्मन हो, माओवादी होइन : पौडेल (भिडिओ) https://t.co/MxiHmWmA3y",1
"नेपाल काङ्ग्रेस पार्टी माओवादी एसमोर्चा स्वार्थबाद !
भोट हालौ सुर्यमा, नेकपा एमाले जिन्दावाद !! https://t.co/vYMnqTPLTr",1
"आम आदमी पार्टी आपके राज्य को आम बना देगा .!

सावधान रहे , सतर्क रहे.! #UttarakhandElections2022 https://t.co/AGKm1v0Qqy",1
"#ManipurElections2022 

Superiority तो हिंदुस्तान में बस इटालियन लोगों की बची है
और खुद कांग्रेस में ऐसा कौन बचा है जिसकी respect होती है?

जब तक गाँधी की लाश में एकाध बोटी बची है तभी तक कांग्रेस भी बची है

https://t.co/lLDXKMgGnx",1
"सुना है पंजाब में ""साहब"" का खाता खुलना मुश्किल हैं ? #PunjabElections2022",1
"@sakshijoshii माता जी को भी पता चल चुका है, आजकल के गोदी मीडिया के बारे, पता नहीं अंधभक्तों का क्या होगा 🤷🏻‍♂️
#UttarPradeshElections2022 #UttarakhandElections2022 #UttarPradeshElections",1
नमोबुद्ध नगरपालिका वडा नं ५ मा नेपाली काँग्रेस का उमेदवार सुरे तामाङ विजयि।,1
"@sudeepkhaniya राजनीतिको नाम मात्रै परिवर्तन भो नेपालमा ! संस्कार र व्यवहार राणाकालिनै छ राजनीति र कर्मचारीतन्त्रमा ! जस्तैः- पीर्के सलामी लिने, टीका बक्सने, सवारी चलाउने ,वार्दलीमा दर्शन दिने, घुस नदिई राजश्व तीर्न नसकिने,#NoNotAgain भन्दा, थुन्छु तलाई भन्ने…. अरू त कती कती छन् यस्ता उदाहरण!",2
"80 रूपये में पेट्रोल! राजस्थान वालों तुम्हारा तो चु&amp;या कट गया।🤣🤣
#GoaElections2022 https://t.co/9v9XNi8nJ3",2
"अब को चुनावमा बुढा खाडा नेता  बहिष्कार
#nonotagain",2
चुनाव आए पछि गाउँ मा बलात्कारि हत्यारा लुतेरा ठग हरु ले जागिर पाएछ रागा का मासु र बिसाक्त रक्सी दिए पछि काम गर्न होइन लुत्न जादैछ भनेर भोत माग्दैछ कहिले बुझ्छ होला नेपाली ले,2
"2022 भी वैसा ही जाने वाला है बेचारी अंजना का
लो फिर एक धमाका हो गया. .

#UttarakhandElections2022
#UttarPradeshElections
#PunjabElections2022
https://t.co/omI7V8dedp",2
"सरकार के प्रवचन में ना आएँ, यूपी में अभी चुनाव तक रहेगा हिंदू-मुस्लिम और जिन्ना का भूतः #RakeshTikait 

#UPElections2022 #PunjabElection2022 #UttrakhandElection2022 #GoaElections2022 #ManipurElections2022",2
"मंसिर ४ गते बुढाहरुबाट छुटकारा पाउन पर्छ।
#nonotagain",2
"@SupriyaShrinate सिंगर सिद्धू मूसेवाला – कट्टर भिंडरावाले समर्थक और खालिस्तानी परस्त आज कांग्रेस में शामिल हुआ है 😡

और कुछ पूछना बाक़ी है ?
#PunjabElections2022 
#PunjabCongressfail 
#CongressMukTBharat 
#PunjabElections",2
"#NewsAlert | गृह मंत्री @AmitShah ने #Goa में कहा- ' जब जम्मू-कश्मीर से अनुच्छेद 370 को हटाने का बिल संसद में पेश किया गया, तो विपक्ष के लोग कहते थे कि कश्मीर में खून की नदियां बहेंगी। लेकिन पत्थर तो छोड़ो, किसी की कंकड़ मारने तक की हिम्मत नहीं हुई' 

#GoaElections2022 #Politics https://t.co/rEvdQxWK5k",2
"गर्भवती महिलालाई समेत फकाइफुलाई झन्डा थमाएर जुलुसमा हिडालेछन त्यही भएरत होला गर्भबाटै पार्टीको भएर जन्म लिन्छन
ति महिला र सिसुको स्वास्थ्य भन्दा उमेदारको जुलुसको महत्वछ

यो यौटा नेपाली राजनीतिको नाममा भद्दा मजाक भन्दा के होलार राजनीति गर्नेत त्यस्तै हुन नागरिक सचेत हुने कहिले हो! https://t.co/rS6ukFu5ep",2
"जो भी साथी भगवाधारी हमे फॉलो करते हैं कृपया वोट डालने का कष्ट (कई लोगो को कष्ट लग रहा है उन्ही के लिए है) अवश्य करे। काम से छुट्टी लेनी पड़ी तो ले लो पर वोट अवश्य डालो। बड़ी कृपा होगी आप, हम और देश पर। 🙏🙏
#GoaElections2022 
#UttarPradeshElections2022
#UttarPradeshElections",2
"कुकुरको पुच्छर बाह्र बर्ष ढुङ्ग्रोमा राखेपनि जस्ताकोतस्तै भन्थे,यसमा कुकुर चाहिँ मतदानको दिन पनि दङ्ग गर्ने नेपाली भेडा जनताहरु हुन्",2
"जो राम को लाये है हम उनको लायेंगे,
UP में फिरसे हम भगवा लहरायेंगे॥ 

#YogiHaiUPyogi
#UttarPradeshElections2022",2
"दो गज़ की दूरी... 

गुजराती भाषा से... या गुजरातीओ से.. 

@INCGujarat 

@INCIndia 

#Gujarat 

#UttarPradeshElections2022 https://t.co/jxCWOaD34I",2
हिन्दू वोटर को बांटना' क्या यह सेकुलरिज्म है? क्या यह आचार चुनाव संहिता का उल्लंघन नहीं है? #TMC #GoaElections2022 https://t.co/OSEP8j9197,2
सत्ता र शक्ति को आङ छोप्दाछोप्दै नेपाली मिडिया आफै बस्त्रहिन भएको थाह नपाए झै गरि रहेछन अझै।,2
@kamal_chaurasia @ArvindKejriwal #UttarPradeshElections2022 वाले घंटा बजाने पैदा हुए हे तो कोई क्या करेगा,2
@bahunnaran र्‍यापर नेपाली नागरिक हो झोले होइन !,2
"पूर्व सेनाध्यक्ष जनरल जे जे सिंह जी ने आज चंडीगढ़ में भाजपा जॉइन कर राजनीति के माध्यम से लिया सेवा का संकल्प।

एक तरफ @BJP4India है जिसमें राष्ट्रभक्त शामिल होते हैं तो दूसरी तरफ दूसरी पार्टियां जिसमें देशद्रोही

जय श्री कृष्ण

#PunjabWithBJP 
#PunjabElections2022 https://t.co/2T36ey00Uj",2
"आज वोट से करो कमाल ..
खालिस्तानी,जिन्ना,आतंकवादी, समर्थन वालों का मुँह कर दो लाल।

#PunjabElections2022
#UPElection2022",2
"आज चुनाव है , और 10 को रिजल्ट आना है

भगवा लहराना चाहिए , इसलिए Vote For Bjp4up 
आज चुनाव का अंतिम चरण है।
कैराना, काश्मीर, गोधरा और मुजफ्फरनगर के साथ साथ हर्षा को याद करके सिर्फ सनातन
धर्म की रक्षा हेतु बटन दबाना।🇮🇳🙏💐
🚩⛳जय जय श्री राम ⛳🚩
#UttarPradeshElections2022 https://t.co/Fa5842fF1U",2
"मंसिर ४ गते सम्म झोले बहिस्कार अभियान सुरु गरौं। झोले पोस्ट, कमेन्ट गर्ने जति सबैलाइ बहिस्कार गरौ। #nonotagain",2
बिजय सराबगी को बिजोग । जसपा को शेर एमाले आएसी बिरगंज बासिले बिरालो बनाईदिए 😜😜,2
"यूपी में गजवा ए हिंद का सपना पूरा नहीं होगा - Cm Yogi Adityanath

#ElectionWithNN #NewsNationTV #UttarPradeshElections2022 #UttarakhandElections2022 #GoaElections2022 #GoVoteUP_Phase2   @myogiadityanath @BJP4UP https://t.co/Df1DU4pP1Z",2
@Ast_timilsena दुइ दिन घरगागाउमा गएर झुठा सपना देखाएर पटक पटक सत्तामा पुगेपछि भ्रस्टचारमा रमाउने भ्रस्टचारी सम्र्क्षक देश र जनतालाई ऋण को भारि बोकाउने दलाल हरुलाइ अब #NoNotAgain  भन्दा निर्वाचन आयोगको चाकमा किन आगो बल्या होला है !!,2
"@newborn122 @Madankkharel @Bhismak1962 @ParajuliKamal @SabitaDhimal @DharelLama @Prakash_officel @55Kthm @me_ubh @Krishna72952181 @GThapa25 @jHakash_S22 @ArpanSh06 @acharya_susma @hello_acharya @KamalBh12278882 अहिले का बुडा हरू ले देश, नागरिकता, श्रम, जवानी, पानी, खोला, नाला सबै बेचेर सक्ने भए। अब सबै ले यो अभियान लाई आगो जसरी फैलाऔँ न।
हुन्न?
#NoNotAgain
#PmUnder50 https://t.co/OrqxI2iVax",2
"नेताहरुले उहिले भनी सक्यो ""आफ्नो गाउँ आफै बनाऊ "" रै पनि कार्यकर्ता अझै पनि हाम्रो नेताले गाउँ घर बनाउछ (विकास गर्छ) भनेर भोट माग्दै हिड्दैछन् ! अनि हामी लाटो जनताहरु फेरी पनि विश्वास गर्छौ... 🤣",2
"‘आज भारतीय जनता समस्यालाई समस्याको रुपमा होइन, याचनाको रुपमा बोल्छन्, लाग्छ विरोधको नारा पनि नारा नभई आरती हो’,  रवीश कुमार

ठीक यस्तै हाम्रा नेपाली नेताहरू पनि चाहन्छन् ।  
हिमाल मिडिया मेलामा रवीश  @ravishndtv  काे मुख्य मन्तव्य सुन्नुहाेस् । 
https://t.co/xZwuHuSAdX",2
"मुसो: नेपाली जनता
बिरालो: ठूला दलका नेता

#NepalElections2022 #NoNotAgain",2
@anujhapli मन्त्रीले फालेको हड्डी लुछ्न लाई आतुर एकले अर्काको टाउको मा किच्दै नेपाली भेडा आम नागरिक देखि लिएर पार्टीका झोले कार्यकर्ता हरु।🙄😏🤣🤣🤭,2
